479,718,151,40,549,30,15,0,49,10,0,138,17,71,17,336,5,7,49,56,444,39,5422,34,33,278,172,56,89,9,53,247,12,52,18,370,88,84,166,10,56,3,70,4,2,10,48,1,131,39,28,1,10,45,24,11,1,65,4,155,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,403,1,1652,0,2,0,0,0,8,854,0,30,34,450,0,0,0,0,301,95,5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,41,164,485,48,0,88,4049,758,109,1,14,167,2,24,5,5,59,31,24,12,8,22,23,19,81,57,150,170,128,104,35,18,1,7,1,5,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,37,0,1166,0,0,0,0,0,0,148,0,1,2,93,0,45,10,58,140,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,164,2416,141,5,0,0,41,2,15,0,0,23,0,0,4,0,0,12,48,77,159,150,126,344,280,42,0,0,0,0,4,75,1,9,12,16,70,23,11,14,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,224,5,836,3,2,59,201,0,1,758,6,36,15,275,0,0,0,0,156,60,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,88,2209,10,7,0,0,36,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,7,3,6,14,3,0,0,0,0,0,0,0,0,
74,509,336,0,2587,3,0,0,0,0,0,0,48,66,35,1160,0,0,0,0,3955,239,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0,353,0,0,24,0,415,0,0,326,0,0,0,0,1109,0,162,9,321,366,87,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,1,0,45,0,0,2,13,96,7,36,6,16,61,
